step,return_mean,return_std,foods_mean,foods_std
2950,-11.347204953432083,0.7569438930793152,4.8,0.8366600265340756
3000,-12.765516452491283,3.2674298734572935,7.0,4.371625682868
3050,-13.494777490198612,1.286996578075499,6.0,1.5811388300841898
3100,-10.678606621176005,1.4442050399820947,5.0,1.224744871391589
3150,-9.200298019498586,2.2911234825044433,5.2,1.3038404810405297
3200,-8.800284519046546,2.8687788626860056,4.6,0.8944271909999159
3250,-8.99217668324709,1.430964235415515,4.2,0.44721359549995787
3300,-8.54275576248765,1.3323614485727056,4.8,0.44721359549995804
3350,-11.475396372377872,1.5969490433927507,5.0,2.1213203435596424
3400,-9.180071568489074,1.9688563149023706,4.4,0.8944271909999159
3450,-12.312731313705445,3.34950440120481,2.6,1.140175425099138
3500,-9.75034688077867,3.3769923085273685,4.8,1.4832396974191326
3550,-8.994842825829982,0.840510891417519,4.6,0.5477225575051663
3600,-10.727881699800491,2.1626594345504193,5.0,1.0
3650,-10.540632286667824,0.8757701815424225,4.0,0.7071067811865475
3700,-14.538749449700116,3.862616127449281,6.0,3.24037034920393
3750,-8.652740163356066,0.7174041459784372,4.6,0.5477225575051662
3800,-11.11416196078062,2.213958897248932,4.6,1.816590212458495
3850,-9.957754802331328,4.067562830593306,6.0,1.4142135623730951
3900,-11.979354891180993,2.1984728205122237,5.4,0.5477225575051661
3950,-8.959152828902006,0.5714630644340386,4.2,0.4472135954999579
4000,-10.542171946167946,3.795451804332145,5.6,1.955050439815357
4050,-12.532493612170219,0.7547874380544907,4.2,1.6431676725154982
4100,-10.269757852703332,2.339113721576579,4.8,1.0954451150103321
4150,-8.800718209892512,1.7850687217225125,5.0,1.0
4200,-10.474076539464296,2.4388454606801924,4.6,0.8944271909999159
4250,-12.11886215209961,1.2412749237013112,5.6,1.816590212458495
4300,-9.140358101576567,1.1875232126464819,4.8,1.3038404810405297
4350,-11.702276761829854,1.993271309102473,4.8,0.8366600265340756
4400,-9.756006022542715,2.229011747507715,5.4,0.894427190999916
4450,-10.38788449242711,2.9040179145538865,4.6,1.6733200530681513
4500,-10.653598218411208,2.0360983309291747,6.8,1.3038404810405297
4550,-13.482848452031613,5.1226957740458285,7.0,3.391164991562634
4600,-8.304641181230545,1.193875483224685,3.8,0.8366600265340756
4650,-9.734095305204391,0.9214245886278951,4.4,2.073644135332772
4700,-9.404631946235895,1.6967509901727322,5.0,1.4142135623730951
4750,-11.367035970836877,2.3829121129548416,5.0,1.4142135623730951
4800,-10.023458369076252,1.8416434466946852,5.8,2.949576240750525
4850,-8.213118763267994,0.9441995072045537,6.4,1.5165750888103104
4900,-8.871005737036466,1.176270522133622,4.6,1.51657508881031
4950,-11.080540226399899,1.0719656493112657,6.2,3.271085446759225
5000,-8.737062075734139,2.4797312602868113,6.8,4.871686908385363
